1000 1250
882 822 31
717 30 33
574 126 31
486 253 50
74 814 39
179 377 33
775 88 42
710 732 48
17 346 32
137 691 31
943 573 47
925 291 50
18 217 42
963 55 43
858 130 45
571 661 33
685 789 45
604 851 50
250 868 38
485 6 42
639 949 41
967 226 49
677 596 45
865 560 41
955 770 30
211 342 35
196 379 30
270 984 34
427 234 37
283 72 40
830 63 38
950 30 49
714 59 33
47 924 36
435 232 49
954 443 44
486 640 43
159 262 36
683 41 37
723 324 49
122 154 33
821 457 48
747 171 47
269 218 47
703 653 35
907 959 45
806 797 39
84 308 30
698 991 39
898 715 48
171 189 50
506 10 34
224 109 39
0 378 38
53 81 40
338 989 45
67 147 37
787 231 35
122 281 39
850 179 41
254 350 45
813 857 41
181 81 45
720 433 41
181 487 50
296 825 34
722 892 45
297 32 33
181 506 46
57 708 48
999 962 34
483 776 34
977 309 39
932 382 48
266 563 31
682 211 37
86 285 37
990 583 39
476 116 46
892 525 42
839 525 45
136 360 32
643 337 49
582 621 39
955 888 50
815 570 33
853 8 41
783 350 39
97 827 30
269 71 45
149 910 30
639 398 42
610 393 48
890 976 43
552 931 35
777 99 45
566 952 31
641 735 33
298 184 30
776 805 37
428 954 49
308 593 49
197 555 43
774 445 35
325 997 43
412 127 48
421 693 34
439 334 48
159 985 36
354 761 35
972 541 34
852 850 47
482 399 33
154 173 30
506 851 45
790 263 37
172 37 47
859 828 45
280 987 38
590 341 45
352 665 40
69 517 44
83 351 44
300 506 42
667 364 48
32 154 44
875 679 46
412 538 32
636 170 47
844 760 47
814 465 39
326 886 38
39 969 43
152 621 43
790 289 41
631 673 35
735 548 36
877 313 32
198 949 35
155 793 34
156 960 33
823 286 33
358 677 34
245 181 35
990 323 37
100 954 30
364 42 47
659 919 35
844 469 35
551 976 49
19 133 32
304 956 34
475 666 47
967 912 44
729 902 35
131 2 38
207 718 48
183 377 37
472 573 50
62 125 38
797 496 39
141 153 41
474 980 30
485 948 37
30 29 50
898 160 44
424 719 39
641 902 43
480 726 35
789 140 41
723 938 40
493 431 36
220 905 30
613 391 48
270 421 30
829 671 45
743 95 31
24 88 45
386 569 48
969 710 47
30 433 35
587 279 38
649 499 35
339 464 48
330 86 43
349 915 48
881 11 47
133 387 38
287 773 47
519 742 31
244 124 37
259 63 34
353 712 31
705 404 30
799 734 34
315 435 43
853 669 47
487 802 37
562 89 45
205 960 32
911 557 32
403 816 30
821 522 34
443 579 39
528 378 45
700 45 50
787 899 45
589 386 31
426 948 42
36 506 34
92 417 44
921 820 33
166 994 48
123 437 35
484 317 32
931 17 47
165 156 41
69 745 50
422 171 35
569 559 38
676 652 35
340 925 32
172 91 33
527 566 39
812 50 49
124 333 43
186 499 34
794 568 37
141 342 38
437 263 31
590 939 37
513 631 39
257 804 32
346 683 43
225 495 35
421 972 46
634 158 34
356 952 30
472 446 35
111 883 42
661 825 32
216 339 40
344 596 45
267 294 47
757 519 47
650 292 50
876 279 50
953 635 36
598 107 48
937 570 48
540 584 44
83 800 38
609 496 34
939 763 36
304 873 50
164 523 34
349 751 44
339 704 40
986 302 50
79 591 38
407 484 49
561 919 46
53 528 36
494 819 41
581 123 50
187 639 48
438 988 30
320 680 40
486 18 34
463 98 38
10 505 46
142 66 37
425 472 40
853 966 30
748 547 41
516 86 30
159 877 35
553 197 32
3 35 50
107 498 41
154 861 40
334 3 42
784 428 33
763 633 37
560 381 39
185 897 38
97 408 35
349 313 46
634 316 38
585 775 50
986 930 49
892 616 34
569 752 38
366 515 48
833 428 33
847 613 32
300 62 40
629 763 40
508 397 38
775 982 34
540 320 37
518 565 41
499 134 32
908 853 43
303 686 48
432 534 40
810 834 40
596 815 47
696 324 48
465 451 36
361 343 45
187 861 40
981 360 31
879 620 45
293 924 45
135 708 39
942 870 34
163 466 33
500 515 32
234 332 37
950 693 49
339 880 43
293 213 42
382 444 32
323 738 30
951 873 38
465 168 37
813 683 35
977 535 45
464 769 50
107 72 31
740 411 39
587 57 43
793 439 42
620 114 46
371 418 33
534 883 35
567 697 35
67 674 30
433 490 36
132 949 39
523 690 50
147 629 38
335 422 44
968 43 44
339 766 48
936 653 46
52 220 43
204 287 36
540 721 49
997 205 44
878 728 44
170 227 39
520 563 40
660 883 44
267 223 32
292 511 30
553 563 43
862 768 37
198 660 44
376 9 42
503 887 31
673 57 42
823 929 44
44 942 49
12 209 49
747 854 50
134 759 32
742 973 43
638 171 39
958 899 49
484 755 36
90 780 44
923 603 38
320 0 32
952 12 38
807 759 33
525 894 32
158 636 46
560 626 39
973 937 47
748 421 46
409 863 48
832 786 42
833 458 33
127 410 39
631 569 39
341 446 49
458 605 44
901 165 48
867 490 34
732 238 32
705 0 43
457 832 35
461 17 43
169 497 40
538 128 49
18 470 42
392 280 42
754 533 45
743 400 34
21 485 31
720 190 38
634 647 50
983 461 30
142 630 45
63 520 40
554 538 34
492 930 31
34 685 43
94 780 39
644 802 32
784 522 40
925 157 40
602 492 37
296 986 36
840 49 48
512 956 36
654 448 40
428 482 33
88 576 50
797 220 33
694 5 45
782 282 35
869 236 30
417 884 37
299 724 47
350 236 36
292 242 35
164 23 36
721 111 49
410 260 42
902 955 30
916 89 43
439 958 38
806 375 34
511 674 46
265 377 40
976 669 41
134 833 47
127 906 50
697 316 40
839 570 35
986 486 46
767 277 43
136 435 50
37 946 31
367 212 47
934 540 37
95 674 36
631 802 41
630 851 35
242 690 33
161 676 37
169 795 44
135 931 35
180 320 38
900 688 47
996 974 49
114 69 48
416 52 49
625 682 30
502 277 43
949 790 44
235 960 48
799 447 38
502 628 41
799 528 49
13 876 32
766 990 41
194 759 32
776 384 45
209 238 45
684 539 37
835 775 38
781 926 36
362 428 33
264 579 48
853 944 37
769 711 49
105 257 47
142 34 41
565 595 36
265 632 33
107 467 38
558 601 46
160 963 37
38 227 41
796 433 32
430 554 50
407 659 48
495 801 44
967 718 38
29 335 44
631 443 32
7 353 42
662 513 36
96 551 50
110 699 33
69 481 32
90 889 35
369 736 44
682 704 30
295 733 48
187 364 45
251 724 47
564 738 39
193 834 43
401 945 37
394 366 47
589 456 30
795 826 45
803 860 37
882 155 35
648 695 38
505 946 32
67 863 34
790 408 47
768 161 45
93 555 47
251 144 30
651 291 32
435 447 46
275 681 36
200 329 38
842 834 50
560 901 43
664 43 46
955 811 33
542 256 47
496 859 50
258 510 46
846 297 46
294 924 49
250 125 31
253 319 47
555 880 30
719 896 31
644 203 38
729 746 39
370 594 47
858 852 41
286 698 36
513 344 39
421 947 31
658 200 39
729 107 47
53 179 32
772 175 35
302 904 48
440 626 46
86 485 46
946 123 33
751 637 39
833 410 31
392 69 34
271 150 49
381 556 44
388 328 34
951 983 41
259 423 44
514 861 37
972 807 36
129 911 39
630 744 36
78 137 31
78 760 35
186 141 32
825 882 40
639 833 47
358 444 37
55 310 31
589 283 34
246 412 35
893 42 41
950 120 48
428 550 47
56 737 30
241 914 44
458 554 48
658 264 42
281 319 35
118 260 49
763 506 39
318 399 39
970 701 46
111 129 46
12 186 34
55 779 43
979 589 38
89 247 45
995 880 38
211 999 43
711 114 44
326 784 30
632 107 45
761 218 50
441 231 48
210 286 41
894 617 37
483 58 34
337 53 34
213 617 41
998 680 33
641 6 40
35 638 47
131 752 34
709 545 32
824 756 44
71 2 42
906 485 42
989 174 37
656 388 30
970 738 40
102 379 35
18 766 42
42 250 35
284 959 30
461 135 47
924 206 39
356 113 31
847 454 40
744 110 31
257 432 39
451 886 34
299 904 35
489 946 39
784 582 41
272 43 39
868 319 41
818 676 33
253 875 40
215 619 45
269 877 36
709 680 37
232 331 36
522 820 49
413 956 38
264 228 43
250 448 40
794 618 36
804 872 45
267 439 30
193 709 32
254 770 39
850 355 33
350 229 45
148 642 40
177 906 35
954 508 49
698 303 47
470 107 30
469 726 50
440 271 44
288 526 40
816 376 43
27 78 33
59 226 45
399 404 43
967 358 40
688 408 42
676 230 34
239 51 41
242 492 42
306 780 38
493 949 41
386 328 32
509 387 30
626 138 42
649 458 39
181 146 50
720 174 41
14 414 43
739 656 38
735 315 47
257 160 34
507 546 46
483 55 32
37 33 46
348 683 48
368 216 36
149 937 48
159 303 39
221 42 33
775 777 39
462 386 50
97 893 36
61 728 39
117 766 34
959 466 31
259 186 42
57 335 36
30 495 34
417 716 48
813 492 50
523 306 42
394 403 35
163 817 31
339 934 49
549 893 38
442 504 46
904 913 48
302 944 38
4 361 46
101 526 41
327 50 35
939 796 32
445 311 30
680 2 48
32 552 41
203 346 48
560 250 49
252 553 44
440 557 38
48 10 36
148 337 44
554 277 41
363 74 31
342 754 44
254 139 41
764 342 42
777 902 35
704 154 30
575 946 48
160 994 45
623 142 39
488 696 41
149 412 35
825 754 45
151 360 45
382 124 44
959 902 33
786 606 34
167 534 30
809 46 39
109 669 47
451 157 36
70 658 31
764 483 30
564 986 48
503 368 36
432 327 50
967 466 50
304 633 45
292 794 44
275 255 30
400 707 38
573 777 35
159 893 43
850 457 34
902 960 40
431 744 46
861 711 40
898 368 41
821 660 46
790 287 46
780 687 32
279 613 34
436 124 34
428 974 49
759 229 50
458 660 47
484 873 43
329 124 43
158 945 43
782 88 33
661 868 47
247 500 32
962 936 48
571 717 35
638 476 31
17 934 39
140 770 39
327 451 50
882 610 43
98 392 31
953 53 31
847 652 50
355 614 34
986 538 31
944 528 48
483 545 32
34 37 35
107 365 50
655 247 43
149 697 48
83 2 43
238 850 47
892 205 41
835 191 30
495 488 35
983 323 30
757 358 31
302 465 31
650 120 37
608 622 45
958 57 31
361 295 35
768 540 34
141 375 49
53 223 42
844 558 31
533 316 47
259 970 34
350 972 34
40 580 36
780 538 41
171 899 48
763 19 36
561 512 47
254 917 43
83 762 40
587 295 37
450 554 42
129 256 50
929 296 32
55 429 46
887 600 46
718 715 41
737 628 44
835 882 34
805 317 34
685 257 45
881 707 49
399 836 43
889 118 34
607 173 38
215 412 33
74 130 44
304 219 32
46 55 41
706 212 33
128 897 34
197 130 38
172 529 46
403 418 40
283 377 47
591 944 38
852 370 46
828 26 37
784 72 48
975 779 49
484 259 31
249 809 37
74 981 41
735 737 36
866 20 45
874 611 44
943 815 43
847 643 34
322 780 48
204 107 50
298 591 38
289 193 30
762 267 41
116 354 43
240 572 36
741 446 50
538 742 43
705 589 31
250 263 32
867 467 38
616 765 31
624 406 37
441 520 42
591 988 39
831 228 38
90 969 35
313 859 35
352 916 35
386 166 40
200 385 43
473 1 46
338 977 44
396 418 48
73 362 44
104 193 36
707 635 41
405 949 50
548 653 30
281 39 31
276 591 45
91 64 30
22 755 38
569 577 42
415 681 43
192 389 31
939 146 46
896 694 41
770 975 34
161 604 50
938 695 30
177 429 46
55 999 35
296 766 36
81 958 33
502 249 33
224 146 38
247 916 35
661 77 32
18 16 42
440 437 40
616 966 37
296 21 34
905 669 39
196 751 40
875 605 47
53 830 38
925 429 34
772 443 33
576 461 30
426 901 47
994 870 48
696 518 47
396 424 39
863 620 32
640 847 46
18 900 37
543 825 31
983 950 35
501 878 46
387 304 43
62 651 38
351 347 43
366 743 47
50 958 50
837 950 35
229 969 48
804 512 32
808 847 33
255 349 31
163 736 38
677 151 44
709 854 31
612 220 46
290 270 34
941 107 45
439 689 36
189 493 31
117 653 34
347 908 47
455 423 30
572 101 39
339 162 48
454 126 32
16 769 42
184 710 34
655 501 44
447 42 40
103 512 38
607 211 49
811 19 41
752 591 30
196 930 45
143 736 31
662 752 30
803 289 37
404 296 38
694 96 46
829 199 41
617 158 47
665 322 43
137 74 37
61 271 42
500 766 33
66 780 32
400 935 38
797 340 45
46 386 37
690 216 34
846 185 37
214 851 44
952 340 32
930 753 30
190 254 36
186 672 48
287 72 38
325 221 49
660 620 34
442 310 42
424 509 35
269 75 37
83 27 34
324 309 48
188 499 49
170 38 41
932 325 43
982 651 45
371 663 48
147 457 49
491 234 39
21 503 33
753 938 43
826 263 35
652 803 40
732 326 41
836 258 38
12 592 38
762 964 35
132 463 35
165 307 43
58 328 42
27 433 48
23 259 41
328 911 42
485 995 35
32 831 36
905 196 34
428 958 47
319 443 33
667 960 49
601 370 35
38 397 41
413 420 45
756 101 48
902 938 40
374 323 36
456 228 48
131 8 45
122 679 46
577 346 30
690 947 43
132 337 49
7 751 38
493 507 35
243 409 50
